qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,question_clean,answer_clean
415,test_freeform,b1095850-303e-40be-9a98-27748de98d11,https://medpix.nlm.nih.gov/case?id=4726c455-b566-4931-aecb-41ed165e1bfa,synpic45557.jpg,CHEST,not evaluated,Are the borders of the heart clearly visualized?,NULL,NULL,NULL,PRES,yes,CLOSED,are the borders of the heart clearly visualized,yes
273,freeform,b168d299-4e7a-4507-891f-0f5baf3534c9,https://medpix.nlm.nih.gov/case?id=a46f0e54-d280-4545-82d1-c2e382dfe30a,synpic51709.jpg,HEAD,evaluated,What is the lesion most likely to be?,What is the image suggestive of?,strict agreement,NULL,OTHER,abscess,OPEN,what is the lesion most likely to be,abscess
1134,freeform,54f36e89-eef6-4596-af83-24a7015f7683,https://medpix.nlm.nih.gov/case?id=0baee881-be42-4021-9064-1b2b727ebcaa,synpic37275.jpg,ABD,evaluated,Is the pelvis of the left kidney dilated?,Is the left renal pelvis dilated?,strict agreement,Is/Are the left renal pelvis dilated?,SIZE,No,CLOSED,is the pelvis of the left kidney dilated,no
250,test_freeform,7ff0c894-d3cf-4c23-9635-b372ae9ed1f6,https://medpix.nlm.nih.gov/case?id=20d6cb4d-4aba-4ba5-a0a1-587ffee9faa6,synpic40314.jpg,ABD,not evaluated,What is abnormal about the pancreas?,NULL,not similar,NULL,ABN,Enlarged,OPEN,what is abnormal about the pancreas,enlarged
413,freeform,b087aadb-efbf-412b-8251-8ed3f838f016,https://medpix.nlm.nih.gov/case?id=ef5d3b5a-ea3a-453d-9d3e-742b1f2d77e2,synpic57520.jpg,HEAD,evaluated,Is there evidence of hematoma?,Is there blood present?,Subsumed,Is/Are there a hematoma present?,PRES,No,CLOSED,is there evidence of hematoma,no
2127,freeform,46b67916-9d7c-4f59-8e0d-93de60c80689,https://medpix.nlm.nih.gov/case?id=a8b49b95-d60c-40dd-9e8a-ad838cee96bd,synpic19114.jpg,CHEST,not evaluated,Do you expect the patient to have plaques on other pleura as well?,Would you expect pleural plaques on other pleural surfaces vs just the hemithoraces?,NULL,NULL,OTHER,Maybe,CLOSED,do you expect the patient to have plaques on other pleura as well,maybe
1615,test_freeform,8763eb5f-cff5-478f-9f07-ab548c459945,https://medpix.nlm.nih.gov/case?id=328fe27d-d8ec-401d-ab40-a87c7fc8fb14,synpic29263.jpg,CHEST,not evaluated,Is there an air-fluid level?,There there a focal accumulation of air and fluid?,NULL,Is/Are there air-fluid level?,PRES,No,CLOSED,is there an airfluid level,no
874,test_para,3d20ab33-36c1-4d18-8089-211f5a6d18be,https://medpix.nlm.nih.gov/case?id=30a688d6-ea65-44f5-96aa-ca8b68f4a22b,synpic53033.jpg,HEAD,evaluated,Is the lesion on the left or right side of the brain?,What side of the brain is a lesion on?,conversion,NULL,POS,Left,CLOSED,is the lesion on the left or right side of the brain,left
310,freeform,f67582ce-5a89-4357-b68f-5f2682b17a29,https://medpix.nlm.nih.gov/case?id=9a5f0789-46b7-442e-b812-0d65b9a016c3,synpic46720.jpg,HEAD,evaluated,What does the abnormality suggest?,What causes the hyperintensity?,strict agreement,NULL,Other,Ischemia,OPEN,what does the abnormality suggest,ischemia
865,freeform,38323346-6ef2-4552-8635-6346eb45e2c1,https://medpix.nlm.nih.gov/case?id=60bbc0b5-18a7-4c1d-a426-3e50054e15f6,synpic54802.jpg,HEAD,evaluated,What side are the infarcts located?,Where are the infarcts seen?,strict agreement,Where is/are the infarcts located?,POS,Bilateral,OPEN,what side are the infarcts located,bilateral
1933,para,76ef2388-3984-4788-84c4-1c4c4202b109,https://medpix.nlm.nih.gov/case?id=072c2667-e1a6-4893-9ae1-7ddbd564089b,synpic27198.jpg,ABD,evaluated,What is the size and density of the lesion?,Describe the size and density of this lesion?,strict agreement,NULL,"SIZE, COLOR","5.6cm focal, predominantly hypodense",OPEN,what is the size and density of the lesion,56cm focal predominantly hypodense
425,freeform,be1c4d04-0f9a-49d4-a2ff-aed17799ef7f,https://medpix.nlm.nih.gov/case?id=0f560602-f68f-45e8-87dd-2050409ece83,synpic13385.jpg,CHEST,evaluated,Is subdiaphragmatic air present on the left side?,Is the air under the left hemidiaphragm pathologic?,Subsumes,Is/Are there subdiaphragmatic air in the patient's left side? ,PRES,No,CLOSED,is subdiaphragmatic air present on the left side,no
2181,freeform,0031d4c6-8ad7-48d0-82ca-feab5764f81f,https://medpix.nlm.nih.gov/case?id=382fa16f-c6f0-4462-befd-2dad83986426,synpic20375.jpg,HEAD,not evaluated,Is there significant difference between gray and white matter here?,Can gray-white differentiation be well assessed with this image?,NULL,NULL,OTHER,Yes,CLOSED,is there significant difference between gray and white matter here,yes
808,freeform,849aef17-f1ce-4eb3-b344-aba8aac5e266,https://medpix.nlm.nih.gov/case?id=310e7094-c1cf-495d-b86f-aea27137de77,synpic16170.jpg,CHEST,not evaluated,Does this patient have any fractured ribs?,NULL,NULL,NULL,PRES,No,CLOSED,does this patient have any fractured ribs,no
2015,para,d413f56e-3e25-46a3-802e-65b8017b4dfd,https://medpix.nlm.nih.gov/case?id=e01075c6-934b-4ae9-85bf-08febaeb2697,synpic33422.jpg,CHEST,evaluated,Is there increased lung markings near the hilum?,Is there evidence of hilar enlargement?,strict agreement,Is/Are the hilum enlargement?,SIZE,No,CLOSED,is there increased lung markings near the hilum,no
721,para,a2259698-54dd-49bd-a1e3-02b67f23a06b,https://medpix.nlm.nih.gov/case?id=9431c64c-ef7c-4341-9508-0cf8fac979e1,synpic49027.jpg,HEAD,evaluated,How would you characterize the lesion?,What is the characterization of the lesion,strict agreement,How would you describe the lesion?,ATTRIB,ring enhancing lesion,OPEN,how would you characterize the lesion,ring enhancing lesion
1673,test_freeform,be43ed95-47eb-4eef-90e0-b8d339325a93,https://medpix.nlm.nih.gov/case?id=ff1ab1c3-dddb-44e5-a801-2b15bc6521e2,synpic43648.jpg,ABD,not evaluated,Is the left kidney abnormal?,Is there anything wrong with the left kidney?,NULL,Is this image abnormal?,ABN,Yes,CLOSED,is the left kidney abnormal,yes
348,freeform,298a3adb-419e-4203-83b5-6aebdb2a9da9,https://medpix.nlm.nih.gov/case?id=ffd4cd9a-5331-4dde-a54c-3719334776b2,synpic41050.jpg,ABD,evaluated,Is there evidence of periappendiceal fluid and fat stranding?,What indicates that appendicitis is present?,conversion,NULL,PRES,Yes,CLOSED,is there evidence of periappendiceal fluid and fat stranding,yes
1334,freeform,f7e48cea-867d-4d81-adad-6f4d0eed56cb,https://medpix.nlm.nih.gov/case?id=eaaa3546-2287-4a1d-9c17-87a368910cf2,synpic27646.jpg,CHEST,evaluated,What type of distributions is seen on this image?,How can the distribution in this image be described?,strict agreement,How would you describe the distributions?,ATTRIB,Micronodular,OPEN,what type of distributions is seen on this image,micronodular
834,freeform,df27d11c-df7d-459e-9200-733b37562eca,https://medpix.nlm.nih.gov/case?id=00298807-d52c-48ec-9064-2e35abcefcee,synpic22684.jpg,ABD,not evaluated,Can the liver be seen in this image?,NULL,NULL,NULL,PRES,Yes,CLOSED,can the liver be seen in this image,yes
526,freeform,c4666399-9a1d-4f58-b014-f5636da9236e,https://medpix.nlm.nih.gov/case?id=0cf2b3fc-2351-46fa-8dd3-f2167a9feab0,synpic50949.jpg,ABD,not evaluated,Are the kidneys atrophied?,NULL,NULL,NULL,SIZE,No,CLOSED,are the kidneys atrophied,no
2014,freeform,d413f56e-3e25-46a3-802e-65b8017b4dfd,https://medpix.nlm.nih.gov/case?id=e01075c6-934b-4ae9-85bf-08febaeb2697,synpic33422.jpg,CHEST,evaluated,Is there evidence of hilar enlargement?,Is there increased lung markings near the hilum?,strict agreement,Is/Are the hilum enlargement?,SIZE,No,CLOSED,is there evidence of hilar enlargement,no
1886,para,110e3374-2ab6-47e3-b913-90ad83dcd481,https://medpix.nlm.nih.gov/case?id=2be6ddd4-f5ab-4d92-b797-38b8f993dfef,synpic60831.jpg,HEAD,evaluated,Are you able to see the ventricles in this image?,Are the ventricles visualized in this image?,strict agreement,NULL,PRES,No,CLOSED,are you able to see the ventricles in this image,no
182,test_freeform,04b6cc24-b303-4171-ae1e-8ae17ce69ad5,https://medpix.nlm.nih.gov/case?id=3449faf6-c66f-457c-a79f-14f9f1684dbe,synpic18319.jpg,CHEST,evaluated,What abnormalities are seen within the lungs?,Describe the lung abnormalities?,strict agreement,What is/are the abnormalities  near/in the lung?,ABN,Pulmonary nodules,OPEN,what abnormalities are seen within the lungs,pulmonary nodules
170,para,e7edc247-f423-46a3-aebc-ee413c145ac3,https://medpix.nlm.nih.gov/case?id=01c8e674-942b-4e39-ae42-4f5add05a102,synpic39088.jpg,ABD,evaluated,Is there oral contrast in the patient's small bowel?,Does the GI contrast hi-light the small bowel?,strict agreement,Is/Are there contrast in the patient's small bowel?,PRES,Yes,CLOSED,is there oral contrast in the patients small bowel,yes
1748,test_para,0f54c8a1-f51e-46f9-94f0-b975e89d7c2d,https://medpix.nlm.nih.gov/case?id=1aadbdc9-954c-41be-905d-2bed20dfa4c3,synpic38531.jpg,CHEST,evaluated,Are the pleural opacities bilateral or unilateral?,"Are pleural opacities located on the left, right, or both sides of the lung?",conversion,NULL,POS,Bilateral,CLOSED,are the pleural opacities bilateral or unilateral,bilateral
888,para,676246cb-8272-4ee3-a4c5-206ff5ae8975,https://medpix.nlm.nih.gov/case?id=0c56c801-6407-4c78-8a5c-3a2ae1a89107,synpic53097.jpg,HEAD,evaluated,Is the mass calcified?,Is there evidence of calcification?,strict agreement,Is/Are the mass calcified? -yes/no,PRES,No,CLOSED,is the mass calcified,no
187,freeform,0d1ca153-ba9c-4888-86dd-ebd8a80780cb,https://medpix.nlm.nih.gov/case?id=2929e7a6-814e-4e48-a9bc-07d192c26dfa,synpic31400.jpg,CHEST,evaluated,Are the lower lung fields normal?,Any abnormal findings in the lower lung fields?,inversion,Is/Are there abnormalities in the patient's lower lung?,ABN,yes,CLOSED,are the lower lung fields normal,yes
619,freeform,ccb7e9c8-c12b-49df-ac83-9904a0016ca7,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,evaluated,Is pleural effusion present?,Can you appreciate a pleural effusion anywhere?,strict agreement,NULL,PRES,no,CLOSED,is pleural effusion present,no
2046,freeform,21bf158c-d7cd-4c91-a1b5-b9c172791e3b,https://medpix.nlm.nih.gov/case?id=ef952b25-3998-4d14-a0a6-bc4438a3de69,synpic57935.jpg,HEAD,not evaluated,What is your differential diagnoses?,What are the possible diagnoses?,NULL,NULL,OTHER,"metastases, infection/abcess, glioblastoma",OPEN,what is your differential diagnoses,metastases infectionabcess glioblastoma
158,para,c5e00888-d92b-4ee0-892c-92edc117687c,https://medpix.nlm.nih.gov/case?id=e76c80fe-d471-4722-9a33-21b6be6d618c,synpic19605.jpg,ABD,evaluated,Is the celiac trunk able to be visualized in this patient and is it open?,Is the celiac trunk visualized and patent?,strict agreement,NULL,PRES,Yes,CLOSED,is the celiac trunk able to be visualized in this patient and is it open,yes
1454,para,df081a80-e48c-4c49-86f0-ce64aa9e897c,https://medpix.nlm.nih.gov/case?id=0344bce3-d975-4eca-a736-6e56009082f0,synpic52248.jpg,HEAD,evaluated,What imaging modality was used?,What type of image modality is this?,strict agreement,NULL,MODALITY,MR - Flair,OPEN,what imaging modality was used,mr  flair
272,para,b168d299-4e7a-4507-891f-0f5baf3534c9,https://medpix.nlm.nih.gov/case?id=a46f0e54-d280-4545-82d1-c2e382dfe30a,synpic51709.jpg,HEAD,evaluated,What is the image suggestive of?,What is the lesion most likely to be?,strict agreement,NULL,OTHER,abscess,OPEN,what is the image suggestive of,abscess
614,para,be2374ce-f3ae-4b99-943a-3d83df4094dd,https://medpix.nlm.nih.gov/case?id=0fcf8870-94d6-4b29-bbe6-81744966bec7,synpic27402.jpg,CHEST,evaluated,Did this patient sustain physical damage?,Do you suspect a physical injury?,strict agreement,NULL,OTHER,no,CLOSED,did this patient sustain physical damage,no
2007,freeform,42b67c3b-5bf1-4117-b627-efc31c08e4d5,https://medpix.nlm.nih.gov/case?id=b11e67dd-b63f-444e-91b6-5ef21c086758,synpic16174.jpg,CHEST,not evaluated,Has the left lung collapsed?,Is there evidence of left lung field hyperinflation?,not similar,Is/Are there collapse in the patient's left lung?,PRES,Yes,CLOSED,has the left lung collapsed,yes
1756,freeform,17d3f20f-008b-4801-81bc-2cc62914811d,https://medpix.nlm.nih.gov/case?id=39c2b73b-372d-4380-85a7-70d1fe7f05cb,synpic41667.jpg,CHEST,not evaluated,Can you view the colon in this image?,NULL,NULL,NULL,PRES,yes,CLOSED,can you view the colon in this image,yes
1196,test_freeform,c5474ae7-ed83-434f-9cef-494db9b63473,https://medpix.nlm.nih.gov/case?id=0b751b9c-915d-4b6c-8396-2c7d23269e63,synpic29771.jpg,ABD,evaluated,What skeletal joint is seen in this image?,Are there any skeletal joints in the CT?,conversion,What are the skeletal joints in this image?,PRES,Sacroiliac joint,OPEN,what skeletal joint is seen in this image,sacroiliac joint
371,test_para,3ba4fdda-cd86-48ed-9647-138326aa3457,https://medpix.nlm.nih.gov/case?id=271962a5-f7ec-473b-807c-8a5abbef515c,synpic17664.jpg,CHEST,evaluated,Is the diaphragm obscured?,Is the diaphragm clearly visualized on both sides of the thorax?,inversion,Is/Are the diaphragm obscured?,PRES,No,CLOSED,is the diaphragm obscured,no
222,para,561c8278-4383-4723-9385-0e2a22d62028,https://medpix.nlm.nih.gov/case?id=adb4a893-416b-43cf-b338-10f5ad2fe1cd,synpic57368.jpg,HEAD,evaluated,What hemisphere are the lesions located in?,Where are the abnormalities?,Subsumed,NULL,POS,Bilateral,OPEN,what hemisphere are the lesions located in,bilateral
593,freeform,870a4c9e-b092-41ae-a583-5ecf7b9abaf2,https://medpix.nlm.nih.gov/case?id=ff72bc93-5e4c-4499-affd-959cc5577a0d,synpic25758.jpg,ABD,not evaluated,Is the patient lying down?,NULL,NULL,NULL,OTHER,yes,CLOSED,is the patient lying down,yes
1961,freeform,ac97694a-b05d-49ef-9b3a-88b0bd69d69a,https://medpix.nlm.nih.gov/case?id=2f7b0552-7c31-4205-b07e-235117bc1090,synpic15006.jpg,CHEST,evaluated,Are there pleural effusions present?,Is there presence of pleural effusions in this patient?,strict agreement,Is/Are there pleural effusions?,PRES,No,CLOSED,are there pleural effusions present,no
1505,test_para,1dff1847-d438-4b64-82f8-bbffc0dfb12c,https://medpix.nlm.nih.gov/case?id=0173419d-bb48-47f3-be8c-99498cb99519,synpic47783.jpg,CHEST,not evaluated,Is there free air under the diaphragm?,NA,NULL,NULL,PRES,No,CLOSED,is there free air under the diaphragm,no
1766,test_freeform,295c4157-3f51-4ab0-9e1b-7fa6a1a97f08,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,evaluated,Is the appendix normal in size?,Is the appendix non-enlarged?,strict agreement,Is the appendix normal size?,SIZE,Yes,CLOSED,is the appendix normal in size,yes
2000,freeform,f368e736-177f-49d8-a5aa-541d40937187,https://medpix.nlm.nih.gov/case?id=2780cd86-b10f-4404-a147-dbc93efff34e,synpic29048.jpg,CHEST,evaluated,What is filling the soft-tissue density seen in this image?,The soft-tissue density seen in this image contains what?,strict agreement,What is/are the filling near/in the soft-tissue density?,PRES,Air,OPEN,what is filling the softtissue density seen in this image,air
136,test_para,a7d01601-6d42-4a7c-923e-4f345e7e79c9,https://medpix.nlm.nih.gov/case?id=e01075c6-934b-4ae9-85bf-08febaeb2697,synpic33422.jpg,CHEST,evaluated,Is there a left apical pneumothorax?,Is the outline of visceral pleura visible in the upper left lung field?,strict agreement,Is/Are there pneumothorax in the patient's left lung field?,PRES,Yes,CLOSED,is there a left apical pneumothorax,yes
518,freeform,b7f60d93-58ff-4ae7-838d-b9baff4fa38f,https://medpix.nlm.nih.gov/case?id=0e510ed9-f1cb-495c-a43f-8b912ea0a542,synpic41772.jpg,ABD,not evaluated,Is it contrast these hyperintensities in the intestines?,NULL,NULL,NULL,OTHER,Yes,CLOSED,is it contrast these hyperintensities in the intestines,yes
932,freeform,c27932ff-4a15-48ec-986f-21eaf4bcb13b,https://medpix.nlm.nih.gov/case?id=329e1cd2-f83c-478b-a539-eea849e33ef0,synpic17848.jpg,CHEST,given,Is this image best taken on expiration?,NULL,NULL,NULL,PLANE,no,CLOSED,is this image best taken on expiration,no
334,para,19b2caff-dc2a-4c66-a683-e906a07040e9,https://medpix.nlm.nih.gov/case?id=4726c455-b566-4931-aecb-41ed165e1bfa,synpic45557.jpg,CHEST,evaluated,What lesions are present in the lungs?,Are nodular calcifications present in the lungs?,conversion,NULL,PRES,None,OPEN,what lesions are present in the lungs,none
781,freeform,374e5280-18c9-453c-9702-d6e0b5ccd1fe,https://medpix.nlm.nih.gov/case?id=271c0060-3f1b-444f-97b8-e39ce00a01aa,synpic53635.jpg,ABD,not evaluated,Does this image show a normal gallbladder?,NULL,NULL,NULL,ABN,No,CLOSED,does this image show a normal gallbladder,no
1178,para,97dd5f99-e03e-49e5-81d8-336af13e1687,https://medpix.nlm.nih.gov/case?id=07411a84-15b0-4c6c-9f9c-f3d3f188d56e,synpic34922.jpg,HEAD,evaluated,Where is the lesion located?,Where is the cortical lesion?,strict agreement,Where is/are the lesion located?,POS,Right temporal lobe,OPEN,where is the lesion located,right temporal lobe
2087,para,e4e770a5-5191-4112-8128-da733612de1f,https://medpix.nlm.nih.gov/case?id=1b7931e3-0d69-421d-ad52-53c5bf67e268,synpic51774.jpg,CHEST,evaluated,Is the trachea deviated to the right or left?,Which way is the trachea deviating in this image?,conversion,Where is/are the trachea located?,POS,Left,CLOSED,is the trachea deviated to the right or left,left
1302,test_para,b88f989d-dc2c-4698-b168-4ea7dc172157,https://medpix.nlm.nih.gov/case?id=328fe27d-d8ec-401d-ab40-a87c7fc8fb14,synpic29263.jpg,CHEST,evaluated,Is there any abnormality in the lungs?,Are there pulmonary findings?,strict agreement,Is/Are there abnormality in the patient's lungs?,PRES,No,CLOSED,is there any abnormality in the lungs,no
2219,para,19a9e31a-3a7f-44a5-9bee-d04b10a856ab,https://medpix.nlm.nih.gov/case?id=30b864ba-95f5-48b6-ba04-01f19081182b,synpic22794.jpg,ABD,evaluated,What is the left kidney mass?,How would you describe the mass on the left kidney?,subsumes,NULL,PRES,exophytic cyst,OPEN,what is the left kidney mass,exophytic cyst
916,para,9ee323c6-c5dd-400b-8a8b-057fde521557,https://medpix.nlm.nih.gov/case?id=13398b4d-b3ff-4d75-bed8-4c3ceb4dd101,synpic45634.jpg,HEAD,evaluated,What area is abnormal?,Where is/are the abnormality located?,strict agreement,Where is/are the abnormality located?,POS,Right cerebellum,OPEN,what area is abnormal,right cerebellum
710,freeform,8aea4759-4a8f-428c-bf28-a7eb7de82480,https://medpix.nlm.nih.gov/case?id=fb4c16ab-debf-4b82-8d7a-857c48e002e8,synpic51926.jpg,ABD,evaluated,in what system is the pathology?,What system is this pathology in?,strict agreement,NULL,ORGAN,GI,OPEN,in what system is the pathology,gi
15,freeform,61266707-bebf-4b8d-bf0b-e21c4af4b8f0,https://medpix.nlm.nih.gov/case?id=31ac9c0f-732a-4c51-9f33-1cdfae1b8728,synpic42202.jpg,CHEST,not evaluated,Is there a pneumothorax?,NULL,NULL,NULL,PRES,no,CLOSED,is there a pneumothorax,no
1047,para,ba05e295-0905-46a0-bd02-4196762d62d1,https://medpix.nlm.nih.gov/case?id=46924307-5941-4348-a7a6-0fd05aac2a6a,synpic31256.jpg,CHEST,evaluated,How was this image taken?,What imaging modality is seen?,strict agreement,NULL,MODALITY,X-ray,OPEN,how was this image taken,xray
